city,lat,lng
Dewar,35.4581,-95.9483
Camp Douglas,43.9197,-90.2697
Clarks Grove,43.7617,-93.3286
Our Town,32.8304,-85.9687
New Seabury,41.5689,-70.4812
Walker,42.2874,-91.7810
Ohio City,40.7702,-84.6162
Linnell Camp,36.3089,-119.2225
Bradenton Beach,27.4651,-82.6958
Norris,34.7661,-82.7525
Kingsville,41.8869,-80.6771
Sterling,34.7494,-98.1725
Estherwood,30.1816,-92.4633
Cambalache,18.3577,-65.8841
Woods Bay,48.0083,-114.0613
Hilltop Lakes,31.0755,-96.1915
Harmony,39.5337,-87.0730
Ganado,35.7016,-109.5504
Homecroft,39.6696,-86.1312
El Refugio,26.3406,-98.7589
South Webster,38.8169,-82.7282
Ennis,45.3462,-111.7319
South Seaville,39.1825,-74.7575
Blairsville,34.8760,-83.9546
Graford,32.9374,-98.2474
Oak Ridge,32.6478,-96.2596
Deerfield,37.9819,-101.1332
Laytonsville,39.2088,-77.1415
Triadelphia,40.0483,-80.6230
Waterville,39.6919,-96.7470
Clifton,42.1873,-112.0046
Palmyra,40.7057,-96.3922
Silver Cliff,38.1204,-105.4104
Kirkwood,40.8678,-90.7483
Ironville,38.4562,-82.6978
Walnut Grove,44.2250,-95.4692
Fountain City,44.1202,-91.6970
Grandview,37.9370,-86.9842
Clallam Bay,48.2534,-124.2579
Leighton,34.6941,-87.5282
Saybrook,40.4283,-88.5266
Oretta,30.5289,-93.4391
Normangee,31.0300,-96.1161
Hanna,41.8697,-106.5597
Freelandville,38.8653,-87.3102
Continental Courts,40.8705,-77.8658
Sunshine,32.1344,-107.7838
Eva,34.3272,-86.7614
Jennings,30.5968,-83.1070
Sterrett,33.4490,-86.4645
Braceville,41.2280,-88.2464
Pleasant View,40.6090,-79.5759
Manilla,41.8926,-95.2345
Sycamore,40.9517,-83.1709
White Earth,47.0978,-95.8445
Upper Santan Village,33.1152,-111.7419
Millerstown,40.5543,-77.1530
Underwood,47.4550,-101.1417
Fort Braden,30.4308,-84.5346
Fieldsboro,40.1364,-74.7315
Ringtown,40.8565,-76.2352
Electric City,47.9218,-119.0475
Uniontown,37.7732,-87.9318
Kansas,39.5544,-87.9396
Oneida,41.0722,-90.2247
Sunsites,31.9410,-109.8394
Los Luceros,36.1151,-106.0371
Mendocino,39.3110,-123.7908
Duck Key,24.7710,-80.9132
Berlin Heights,41.3204,-82.4903
Warren,30.6127,-94.4105
Pasadena Park,38.7110,-90.2974
Quasqueton,42.3945,-91.7578
Hana,20.7720,-156.0107
Cassville,42.7150,-90.9891
Bairoa La Veinticinco,18.2636,-66.0213
Edenburg,40.5658,-75.9593
Hagerman,33.1146,-104.3284
Beaver Springs,40.7448,-77.2168
Saltillo,35.3821,-88.2396
Quitman,35.3817,-92.2147
Hickory Flat,34.6160,-89.1913
Eldridge,38.3338,-122.5065
Wellsburg,42.4339,-92.9266
Mound City,38.1325,-94.8506
Port Royal,40.5338,-77.3894
Hillman,45.0648,-83.8974
Riverton,37.0732,-94.7060
Porum,35.3571,-95.2637
Cohutta,34.9539,-84.9592
Tipton,34.4879,-99.1500
Lake of the Woods,34.8225,-119.0025
Winslow,38.3834,-87.2130
Central City,35.3300,-94.2347
Melville,30.6917,-91.7485
Oljato-Monument Valley,37.0309,-110.2512
Patterson,31.3853,-82.1373
Minden,41.4700,-95.5429
Stonington,39.6385,-89.1921
Acomita Lake,35.0658,-107.6165
Talbotton,32.6773,-84.5406
Norphlet,33.3198,-92.6619
Fouke,33.2622,-93.8852
Elmore City,34.6282,-97.3918
Smelterville,47.5426,-116.1775
Lost Nation,41.9125,-89.3690
Josephville,38.8293,-90.7869
Colmesneil,30.9097,-94.4221
Toomsuba,32.4267,-88.5100
Laurys Station,40.7232,-75.5366
Bakersville,36.0154,-82.1582
Hillcrest,29.3924,-95.2233
Peru,40.4786,-95.7313
Grey Forest,29.6171,-98.6835
Wauzeka,43.0851,-90.8995
Miller,37.2148,-93.8405
Paris,42.2273,-111.4032
Mulberry Grove,38.9245,-89.2662
Wickliffe,36.9666,-89.0813
Spring Gardens,27.7615,-97.7419
Stafford,37.9624,-98.5995
Mountain City,30.0392,-97.8915
Millerton,36.9769,-119.6658
Pleasant Hope,37.4650,-93.2743
Eden,43.6928,-88.3642
Zena,42.0203,-74.0850
Alto Bonito Heights,26.3158,-98.6413
Cherry Tree,35.7454,-94.6428
McRoberts,37.2132,-82.6687
North High Shoals,33.8271,-83.5014
La Tina Ranch,26.2031,-97.4764
Avoca,36.3980,-94.0710
Hartland,42.6597,-83.7446
Hancock,45.4977,-95.7950
Pinckard,31.3173,-85.5430
Lake Latonka,41.2830,-80.1831
Sebeka,46.6292,-95.0879
Bird-in-Hand,40.0373,-76.1863
What Cheer,41.3997,-92.3547
Wallowa,45.5704,-117.5286
Dahlgren Center,38.3400,-77.0324
Stockton,44.0271,-91.7697
Cushing,31.8126,-94.8412
Rosa Sánchez,18.0617,-65.9136
Copenhagen,43.8934,-75.6726
Catheys Valley,37.4308,-120.0995
Oldenburg,39.3389,-85.2040
Cartwright,33.8556,-96.5610
Sugar Grove,36.7689,-81.4075
Redland,31.4033,-94.7182
Jonesport,44.5338,-67.6152
Driscoll,27.6730,-97.7510
Conway,37.5057,-92.8312
Sharpsburg,39.4577,-77.7496
Qulin,36.5977,-90.2522
Plain,43.2779,-90.0423
Hooversville,40.1504,-78.9132
Humphrey,41.6884,-97.4852
Lake Eliza,41.4289,-87.1720
Stratton,39.3029,-102.6034
San Ildefonso Pueblo,35.8955,-106.1225
Unionville,39.8977,-75.7304
Marine on St. Croix,45.1983,-92.7783
Hardin,30.1493,-94.7377
Ruby,43.0323,-82.6118
Walnut Grove,32.5931,-89.4578
Penney Farms,29.9807,-81.8108
Alba,37.2372,-94.4176
Rock Creek,41.6604,-80.8543
Clyde,38.0253,-122.0280
Ballard,34.6395,-120.1091
Gouldsboro,41.2429,-75.4449
Van Dyne,43.8862,-88.5012
Valliant,34.0058,-95.0861
Mulga,33.5521,-86.9730
Middletown,42.9869,-84.1445
Pearl City,42.2668,-89.8271
Boys Town,41.2558,-96.1292
Dover,48.2606,-116.6098
Chamberino,32.0364,-106.6776
Sand Rock,34.2312,-85.7704
Ridge Spring,33.8453,-81.6617
Calumet,47.2478,-88.4535
Boyden,43.1892,-96.0032
Meriden,39.1897,-95.5680
Brooks,33.2925,-84.4588
Cleveland,44.3236,-93.8353
Wingo,36.6422,-88.7395
McCool Junction,40.7440,-97.6007
Eldon,40.9181,-92.2182
Jerome,40.2136,-78.9809
McIntyre,32.8466,-83.2011
Unionville,40.9423,-79.9613
Crowder,34.1729,-90.1376
Lopatcong Overlook,40.6971,-75.1452
Scooba,32.8302,-88.4771
Prairie City,44.4611,-118.7094
Etna,41.4582,-122.8945
Mesa,46.5735,-119.0013
Phil Campbell,34.3519,-87.7072
Morrison,35.6048,-85.9117
Vermontville,42.6270,-85.0249
Brownsville,43.6147,-88.4953
Moores Hill,39.1129,-85.0892
Chester Hill,40.8903,-78.2293
Indianola,40.8133,-124.0808
Fuller Acres,35.3023,-118.9143
Corriganville,39.6947,-78.7970
Goldsboro,40.1542,-76.7515
Farmersville,39.4412,-89.6521
Erick,35.2156,-99.8686
Dongola,37.3599,-89.1654
Walnut,34.9497,-88.9236
Garibaldi,45.5607,-123.9112
Tyrone,32.7099,-108.3028
Wadsworth,39.6322,-119.2901
Brantleyville,33.2196,-86.8820
Brenda,33.6721,-113.9379
Tetherow,44.0389,-121.3667
North Light Plant,36.8670,-108.0330
Attapulgus,30.7495,-84.4839
Attica,41.0634,-82.8873
Presque Isle Harbor,45.3226,-83.4858
Ocracoke,35.1264,-75.9212
Alexis,41.0630,-90.5555
Pavo,30.9597,-83.7380
Wilson,30.9236,-91.1090
Ravine,40.5686,-76.3937
New Kingstown,40.2311,-77.0728
South Cle Elum,47.1862,-120.9526
Summerton,33.6013,-80.3527
Beaverdale,40.8539,-91.2072
Watauga,36.3687,-82.2919
Montcalm,37.3516,-81.2513
Rushford Village,43.8033,-91.7915
Terrytown,41.8465,-103.6706
Briaroaks,32.4958,-97.3033
Science Hill,37.1741,-84.6329
La Puerta,26.3468,-98.7505
Gideon,36.4489,-89.9128
Central Valley,38.6991,-112.0967
Freeport,42.7642,-85.3160
Greenwood,30.8727,-85.1612
Ponca,42.5649,-96.7092
El Paso,35.1153,-92.0812
Santa Clara,29.5911,-98.1614
Cotton Valley,32.8135,-93.4228
Cyril,34.8985,-98.2030
Buena Vista,38.2975,-120.9174
Lidgerwood,46.0738,-97.1451
Stillmore,32.4410,-82.2145
Nuangola,41.1583,-75.9781
Holland,35.1660,-92.2770
Blanchardville,42.8094,-89.8606
Glen St. Mary,30.2752,-82.1604
Fox River,59.8722,-150.9984
New Hamilton,33.7435,-88.4389
Eastborough,37.6856,-97.2591
Valier,38.0176,-89.0438
Twin Valley,47.2588,-96.2592
Haviland,37.6173,-99.1059
Rolla,37.1179,-101.6318
Reece City,34.0772,-86.0345
Bendersville,39.9815,-77.2494
McKenzie,31.5429,-86.7246
North Pearsall,28.9216,-99.0950
Bolton,40.9431,-81.1253
Brighton,41.1747,-91.8212
Silverhill,30.5455,-87.7506
Gustavus,58.4275,-135.7492
Bay View,41.4680,-82.8250
Congerville,40.6168,-89.2051
Timber Lakes,40.4733,-111.2533
Siren,45.7826,-92.3823
Woonsocket,44.0541,-98.2724
Turbeville,33.8895,-80.0161
Bowen,40.2321,-91.0633
Belle Center,40.5090,-83.7453
Yah-ta-hey,35.6291,-108.7927
Hosford,30.3944,-84.8034
Queen City,40.4126,-92.5663
Barboursville,38.1704,-78.2831
Sandy Hook,38.0929,-83.1240
Branchville,41.1471,-74.7494
Andover,41.6066,-80.5686
Jetmore,38.0301,-99.9098
Tortugas,32.2697,-106.7546
Henefer,41.0137,-111.4931
Piney View,37.8350,-81.1275
Peñasco,36.1703,-105.6908
Salome,33.7778,-113.6060
Perry,39.4300,-91.6662
Avon,43.0052,-98.0593
Murray,41.1974,-73.2895
Minor Hill,35.0424,-87.1654
Smiths Grove,37.0503,-86.2083
Rich Creek,37.3831,-80.8203
Yates City,40.7776,-90.0139
Fleming,40.6821,-102.8396
Isle,46.1389,-93.4592
Eldorado,39.9044,-84.6752
Overton,40.7405,-99.5374
Hester,30.0277,-90.7710
Wonewoc,43.6531,-90.2239
La Rue,40.5780,-83.3821
Myrtle,34.5605,-89.1179
Montrose,40.5258,-91.4160
Pickensville,33.2336,-88.2744
Desoto Acres,27.3823,-82.5167
Greenville,40.1336,-120.9454
Folsom,30.6310,-90.1941
Blairstown,41.9060,-92.0821
Wood Heights,39.3414,-94.1635
Lecompte,31.0881,-92.4000
Niota,35.5171,-84.5499
Sugar City,38.2328,-103.6633
Gaston,40.3140,-85.5010
Blue Berry Hill,28.3855,-97.7921
Robbinsville,35.3217,-83.8094
Aulander,36.2280,-77.1136
Chippewa Lake,41.0737,-81.9047
Walden,40.7316,-106.2814
Miracle Valley,31.3829,-110.1485
Apple Canyon Lake,42.4302,-90.1642
Lashmeet,37.4228,-81.1967
Bluffs,39.7494,-90.5352
Rockford,38.9859,-85.8868
Cherokee,37.3450,-94.8215
Gratis,39.6485,-84.5286
Marquette,38.5555,-97.8344
Refton,39.9474,-76.2386
Sharpsville,40.3797,-86.0869
Dighton,38.4810,-100.4663
Granite,40.5686,-111.8011
New Florence,40.3790,-79.0751
Chatom,31.4691,-88.2460
Loon Lake,48.0661,-117.6288
Lake City,44.3297,-85.2085
Hollow Creek,38.1526,-85.6244
Juniata,40.5903,-98.5069
Lake View,34.3405,-79.1664
Oxford,41.7228,-91.7911
Welling,35.8808,-94.8712
Cynthiana,38.1872,-87.7086
Sunset Village,32.8946,-84.4057
Ducor,35.8927,-119.0470
Antelope,43.3087,-100.6306
East Vandergrift,40.5973,-79.5630
Appling,33.5588,-82.3183
Palatine Bridge,42.9143,-74.5756
Aquasco,38.5913,-76.7074
Villa Hugo I,18.3976,-65.8908
Rocky Fork Point,39.1878,-83.4901
Park City,37.0934,-86.0486
Waverly Hall,32.6837,-84.7378
Holiday Lakes,41.0923,-82.7292
Diamondville,41.7772,-110.5357
Elizabeth,39.0616,-81.3979
Vici,36.1488,-99.2994
Boyle,33.7065,-90.7249
Tuxedo Park,41.2007,-74.2060
Belfield,46.8860,-103.1952
Gilmer Park,41.6198,-86.2517
Massieville,39.2631,-82.9659
Howells,41.7241,-97.0043
Varna,42.4525,-76.4383
Oneida Castle,43.0812,-75.6331
Jonesburg,38.8546,-91.3028
Bentleyville,41.4121,-81.4121
Doyline,32.5250,-93.4118
White Haven,48.3478,-115.5160
Belle Fontaine,30.4920,-88.1131
Iron River,46.5671,-91.4069
Camden,41.7550,-84.7562
Highland Hills,41.4507,-81.5191
Morrison,36.2927,-97.0276
Iron Station,35.4515,-81.1568
Midland,39.5896,-78.9486
Sterling,40.4612,-96.3776
Clear Lake,45.4464,-93.9986
Shelby,41.5067,-95.4506
Santa Margarita,35.3895,-120.6081
Clarks Hill,40.2472,-86.7243
Tonica,41.2159,-89.0702
Ramona,36.5367,-95.9264
Sewickley Hills,40.5680,-80.1271
Holdingford,45.7304,-94.4714
Shannon,42.1525,-89.7402
Findlay,39.5223,-88.7546
Seven Mile Ford,36.8139,-81.6309
Bantam,41.7247,-73.2422
Lake Tanglewood,35.0570,-101.7817
Corbin City,39.3046,-74.7199
North City,37.9918,-89.0635
Galena,39.3425,-75.8787
Valle Hill,18.3953,-65.8940
Tuscola,32.2115,-99.7983
Condon,45.2366,-120.1860
Boswell,40.5173,-87.3754
Millwood,41.1947,-73.7964
Chiloquin,42.5764,-121.8677
Magnolia,37.4500,-85.7401
Kimball,45.3143,-94.3008
Donovan Estates,32.7094,-114.6781
Remy,35.4578,-94.4984
Sanders,35.2095,-109.3224
Charlotte Court House,37.0563,-78.6377
DeBordieu Colony,33.3707,-79.1776
Minneola,37.4421,-100.0131
Brimfield,40.8379,-89.8827
Roff,34.6286,-96.8412
Selby,45.5057,-100.0329
Bella Villa,38.5436,-90.2855
Maringouin,30.4907,-91.5185
Parkin,35.2629,-90.5530
Klemme,43.0097,-93.6013
Latimer,42.7630,-93.3658
La Cueva,35.5776,-105.7339
Brent,35.3640,-94.7880
North Freedom,43.4590,-89.8603
Nelliston,42.9318,-74.6099
Carlsbad,31.6112,-100.6406
Pioneer Junction,48.3157,-115.5182
Bancroft,44.3093,-89.5073
North Philipsburg,40.9092,-78.2087
Bettsville,41.2440,-83.2338
Gates,35.8406,-89.4081
Foreston,45.7321,-93.7095
Coldwater,37.2582,-99.3378
Arlee,47.1678,-114.0838
Many Farms,36.3532,-109.6271
Washington Boro,40.0017,-76.4671
Mullan,47.4687,-115.7963
Leawood,37.0333,-94.4948
Helena,30.4881,-88.5056
Hanover,39.8934,-96.8753
Beemer,41.9298,-96.8091
Frankfort,39.7039,-96.4169
Derby Line,45.0008,-72.1035
Napakiak,60.6923,-161.9822
Wall Lake,42.2675,-95.0932
Renaissance at Monroe,40.2634,-74.4807
Oconomowoc Lake,43.0975,-88.4521
Corsica,43.4223,-98.4073
Albany,41.7861,-90.2163
Braymer,39.5905,-93.7961
South Coffeyville,36.9921,-95.6219
South La Paloma,27.8947,-97.9685
Orleans,43.4512,-95.0990
Lakeville,41.5286,-86.2745
Castlewood,44.7242,-97.0309
Forest Hill,31.0470,-92.5258
Augusta,40.2307,-90.9500
Goose Creek Lake,37.9828,-90.3408
Lewis Run,41.8700,-78.6588
Forest Junction,44.2139,-88.1496
Meadville,31.4720,-90.8931
Virgin,37.1979,-113.2071
Swea City,43.3834,-94.3104
Bowmans Addition,39.6863,-78.7551
Butte Creek Canyon,39.7489,-121.6968
Artemus,36.8351,-83.8413
Clearbrook,47.6962,-95.4293
Prewitt,35.3682,-108.0748
Screven,31.4840,-82.0171
Swink,38.0141,-103.6283
Salcha,64.5274,-146.9042
Vernon,30.6197,-85.7062
Solis,26.1708,-97.8440
Mount Morris,39.7342,-80.0755
Arcadia,41.1079,-83.5147
Sonora,37.5319,-85.8947
Peña Blanca,35.5709,-106.3319
Ivalee,34.0372,-86.1472
Circle City,33.8149,-112.5810
Chaires,30.4421,-84.1269
Francis Creek,44.2006,-87.7209
Kasota,44.2916,-93.9690
Kiowa,34.7230,-95.9025
Tumalo,44.1561,-121.3280
Farina,38.8302,-88.7796
Batavia,48.1778,-114.4107
Sedley,36.7753,-76.9862
Lincoln Heights,40.7673,-82.4795
McGregor,43.0246,-91.1819
Davenport,35.7094,-96.7645
Ida,41.9063,-83.5719
Chaumont,44.0676,-76.1302
Patterson Heights,40.7390,-80.3263
McDonald Chapel,33.5190,-86.9385
Duck,36.1836,-75.7559
Wilton,33.0813,-86.8799
Seven Mile,39.4858,-84.5523
Burke,43.1827,-99.2923
Tekonsha,42.0964,-84.9903
Lacomb,44.5844,-122.7417
Cobb,38.8356,-122.7230
Neopit,44.9877,-88.8227
Trimont,43.7611,-94.7162
Hermitage,37.9443,-93.3257
Tohatchi,35.8423,-108.7503
Bucklin,37.5488,-99.6343
Sheatown,41.1938,-76.0188
Lynch,36.9641,-82.9138
Pecan Hill,32.4907,-96.7813
Mandaree,47.7358,-102.6756
Leeton,38.5834,-93.6953
Rote,41.0781,-77.4114
Dryden,36.7764,-82.9433
Fairfield,39.7891,-77.3698
Woodmere,41.4598,-81.4799
Rockvale,38.3644,-105.1646
Elmwood,44.7800,-92.1491
Pennville,40.4919,-85.1470
Browns Crossing,39.4064,-86.5056
Minkler,36.7276,-119.4589
Revloc,40.4914,-78.7637
Huntington,44.3501,-117.2668
Danville,38.0808,-81.8342
Nankin,40.9140,-82.2856
Mountain View,39.7748,-105.0567
Dalzell,41.3559,-89.1763
Williams Acres,35.4969,-108.8699
Ivy,38.0611,-78.5987
Beverly,38.8443,-79.8717
Fisher Island,25.7607,-80.1416
White River,43.5671,-100.7449
North Chevy Chase,39.0020,-77.0740
Fairview,34.2501,-86.6846
Bertrand,40.5263,-99.6324
Llewellyn Park,40.7895,-74.2415
Murray,41.0413,-93.9488
Mignon,33.1948,-86.2650
Oak Creek,40.2741,-106.9575
New Tripoli,40.6773,-75.7498
Lizton,39.8837,-86.5416
Fort Chiswell,36.9444,-80.9577
Boissevain,37.2809,-81.3802
Hoffman,45.8345,-95.7870
Clio,34.5791,-79.5461
Grangerland,30.2539,-95.3301
Pikeville,35.4972,-77.9877
Cheneyville,31.0110,-92.2900
Benzonia,44.6161,-86.0989
Happy Camp,41.8104,-123.3892
Aroma Park,41.0788,-87.8011
Tigerton,44.7409,-89.0459
Center Ossipee,43.7542,-71.1508
Hamden,39.1592,-82.5243
Rivesville,39.5319,-80.1205
Taylor,33.0998,-93.4618
Darrtown,39.4975,-84.6690
Coyote Acres,27.7132,-98.1346
Kirtland Hills,41.6362,-81.3192
Scalp Level,40.2495,-78.8442
Hotevilla-Bacavi,35.9225,-110.6569
Dana,39.8072,-87.4945
Edgeley,46.3625,-98.7126
Amagansett,40.9841,-72.1329
Osmond,42.3583,-97.5990
Pultneyville,43.2739,-77.1814
Fall River Mills,41.0069,-121.4401
Valley City,41.2336,-81.9396
Malta,39.6515,-81.8640
Light Oak,35.2867,-81.4775
Claysville,40.1199,-80.4131
Mount Jewett,41.7246,-78.6443
Red Cross,35.2659,-80.3623
Greenbush,48.7011,-96.1835
Starbrick,41.8419,-79.2133
Grand River,41.7418,-81.2846
Clarissa,46.1284,-94.9490
Holiday Hills,42.2978,-88.2292
Cove,45.2964,-117.8102
Quentin,40.2830,-76.4363
Millersburg,41.5277,-85.6964
Weiner,35.6197,-90.9054
Shelby,41.1940,-97.4260
Millstone,37.1638,-82.7495
Long Grove,41.6923,-90.5803
Airport Drive,37.1405,-94.5162
Blackduck,47.7263,-94.5480
Ashford,46.7551,-122.0143
Roby,32.7460,-100.3795
High Shoals,35.3957,-81.2048
Mount Calvary,43.8263,-88.2461
Wilton,47.1581,-100.7842
LaMoure,46.3574,-98.2966
Adams,36.5828,-87.0651
Stanton,40.9812,-95.1027
New London,35.4348,-80.2198
Calpella,39.2323,-123.1970
Dalton City,39.7169,-88.8070
Caseville,43.9416,-83.2734
Winton,36.3899,-76.9350
Hornbeck,31.3266,-93.3960
East Williston,29.3883,-82.4165
Hamilton,39.1349,-77.6642
Nelsonville,41.4291,-73.9466
Crooked Creek,33.2616,-83.2679
Loghill Village,38.1994,-107.7754
Foxfield,39.5881,-104.7857
Idaho City,43.8281,-115.8307
Red Rock,29.9600,-97.4428
Oak Run,40.9635,-90.1331
Manns Harbor,35.8940,-75.7737
Peterstown,37.3991,-80.7950
Savona,42.2830,-77.2238
Wyocena,43.4931,-89.3099
Blythe,33.3011,-82.2025
Faulkton,45.0342,-99.1266
Russellville,38.8674,-83.7879
War,37.3040,-81.6802
New Berlin,40.8806,-76.9843
Arcadia University,40.0917,-75.1652
Friendship,35.9084,-89.2414
Milroy,39.4982,-85.4675
Black Eagle,47.5270,-111.2670
Ochlocknee,30.9751,-84.0517
Indian Lake Estates,27.7988,-81.3563
Graham,31.8292,-82.5030
Ansonville,35.1041,-80.1097
Jackson,36.3901,-77.4193
Culbertson,48.1447,-104.5183
Titusville,40.3087,-74.8767
Pilot Grove,38.8736,-92.9126
Casper Mountain,42.7416,-106.3082
Laddonia,39.2430,-91.6431
Conetoe,35.8176,-77.4571
Somerville,34.4679,-86.7909
Mayesville,33.9849,-80.2044
Junction City,38.5774,-89.1258
Kurten,30.7895,-96.2758
Fultonville,42.9463,-74.3704
South Point,25.8729,-97.3830
Fallston,35.4288,-81.5023
Canistota,43.5978,-97.2926
Gibsland,32.5395,-93.0541
Unionville,41.3013,-74.5619
Dexter,41.5154,-94.2276
St. Francisville,38.5918,-87.6474
Hazleton,42.6178,-91.9057
La Jara,37.2735,-105.9597
Rouzerville,39.7341,-77.5280
New Cuyama,34.9430,-119.6819
Doolittle,37.9425,-91.8913
Dawson,39.8530,-89.4619
Rockland,43.9077,-90.9165
Newell,40.0749,-79.8903
Mamers,35.4160,-78.9390
Hemlock,42.7938,-77.6073
Hershey,41.1602,-100.9985
Pateros,48.0536,-119.8995
New Summerfield,31.9807,-95.1150
Round Hill,39.1319,-77.7681
Jacksonville,42.5088,-76.6167
Shipman,39.1203,-90.0452
Walkerville,46.0366,-112.5396
Cowley,44.8834,-108.4693
Bardwell,32.2671,-96.6955
Fawn Lake Forest,41.5158,-75.0548
Clarksburg,39.5059,-83.1542
Molena,33.0122,-84.5006
Taylorsville,39.2964,-85.9502
Pendleton,31.1953,-97.3368
Patoka,38.7540,-89.0958
Port Austin,44.0431,-82.9945
Hoyt,39.2493,-95.7080
Albert City,42.7816,-94.9491
Dudley,32.5320,-83.0805
Lakeside,42.6174,-95.1775
Smallwood,41.6606,-74.8159
Ozawkie,39.2354,-95.4659
Las Croabas,18.3695,-65.6293
Milnor,46.2604,-97.4575
Blue Ridge Shores,38.1091,-78.0236
Quebrada,18.3602,-66.8353
Mertztown,40.5033,-75.6674
Campbellsburg,38.6514,-86.2613
Kenefick,30.1069,-94.8502
Monaville,37.8136,-81.9915
Florien,31.4480,-93.4583
Wiley Ford,39.6151,-78.7615
Plandome Manor,40.8147,-73.6984
Caneyville,37.4241,-86.4906
Webster,45.8798,-92.3628
Rolfe,42.8129,-94.5313
Goldfield,42.7356,-93.9179
Addison,34.2017,-87.1765
Brookside,40.0708,-80.7607
Friedensburg,40.6078,-76.2284
Meeteetse,44.1543,-108.8612
Gobles,42.3617,-85.8774
Polonia,44.5756,-89.4118
Garber,36.4367,-97.5810
Murrayville,39.5817,-90.2518
Anderson,40.7617,-74.9301
Clarkrange,36.1857,-85.0096
Gallaway,35.3272,-89.6080
Republic,41.1250,-83.0167
Clarktown,38.8498,-82.9085
Sullivan,43.0118,-88.5903
Indian Creek,42.2272,-87.9783
Atlas,40.7974,-76.4284
Arabi,31.8282,-83.7302
Dierks,34.1200,-94.0173
Clarkson,41.7234,-97.1215
Paragonah,37.8853,-112.7707
Blende,38.2470,-104.5714
Ashland,34.8341,-89.1778
Manila,40.8515,-124.1630
Parma,42.2633,-84.5793
Taylor Springs,39.1312,-89.4946
Round Top,42.2616,-74.0284
Navajo Mountain,37.0470,-110.7900
Paoli,34.8265,-97.2627
Wallace,34.7201,-79.8479
Karlstad,48.5780,-96.5169
Dearing,33.4149,-82.3852
Lemannville,30.1028,-90.9239
Clayton,34.5856,-95.3561
Betsy Layne,37.5541,-82.6263
Waikoloa Beach Resort,19.9279,-155.8704
Kersey,41.3570,-78.6101
Baywood,36.6172,-81.0094
Rossiter,40.8990,-78.9355
Parker,43.9584,-111.7587
Wanblee,43.5705,-101.6614
Brownsville,43.6993,-91.2824
Point Arena,38.9123,-123.6955
Muddy,45.5798,-106.7754
Glen Park,44.0016,-75.9548
Woodson,34.5380,-92.2211
Tekoa,47.2248,-117.0731
Prospect,42.7526,-122.4757
Parker,41.0907,-79.6846
Walnut Grove,36.4890,-86.6057
Maybee,42.0125,-83.5096
Maryland Park,38.8889,-76.9077
Ettrick,44.1695,-91.2651
Rising Star,32.0976,-98.9665
Parkdale,44.2720,-86.2805
Adena,40.2166,-80.8762
Riverside,30.8472,-95.3984
Frisco,35.2437,-75.6018
Wessington Springs,44.0805,-98.5712
Clarkston,41.9205,-112.0503
Whitesburg,33.4928,-84.9137
Olustee,34.5477,-99.4241
Newton Grove,35.2522,-78.3552
Evansville,46.0062,-95.6869
Hardin,39.2676,-93.8313
Washington,35.0582,-97.4923
Stony Ridge,41.5075,-83.5093
Alto,37.9056,-122.5186
Everson,40.0907,-79.5871
Lake Benton,44.2642,-96.2891
Beach City,40.6531,-81.5795
North Powder,45.0300,-117.9205
Old Fort,35.6305,-82.1777
Norwalk,43.8342,-90.6269
Emily,46.7601,-93.9665
Fielding,41.8127,-112.1173
Riegelwood,34.3444,-78.2198
Arlington,45.7207,-120.1887
Johnson Siding,44.0846,-103.4380
Manville,34.1597,-80.2974
Escalante,37.7650,-111.6001
Hopkinton,42.3428,-91.2490
Mangham,32.3094,-91.7794
Hartford,41.4577,-93.4038
Toomsboro,32.8225,-83.0826
West Milton,41.0186,-76.8765
Pittsford,41.8619,-84.4771
Grazierville,40.6576,-78.2713
Sedillo,35.0906,-106.2869
Haileyville,34.8542,-95.5784
Margaretville,42.1458,-74.6503
Norborne,39.3024,-93.6759
Onley,37.6915,-75.7180
Mendon,40.6733,-84.5174
Homeworth,40.8357,-81.0649
Oakville,46.8403,-123.2337
Hay Springs,42.6833,-102.6897
Miranda,40.2289,-123.8173
Wartrace,35.5253,-86.3301
Thayne,42.9194,-110.9968
La Hacienda,32.2060,-107.7250
Udall,37.3889,-97.1177
Big Stone Gap East,36.8785,-82.7444
Saxton,40.2127,-78.2470
Candlewood Orchards,41.4728,-73.4381
Central City,39.7945,-105.5120
Lakota,48.0429,-98.3468
Council,44.7328,-116.4376
Oriskany Falls,42.9380,-75.4636
Zearing,42.1589,-93.2972
Laguna,35.0473,-107.4031
Timberlake,41.6655,-81.4428
Shoals,38.6669,-86.7938
Mackinaw City,45.7751,-84.7479
Juarez,26.2009,-97.7296
Marion Heights,40.8036,-76.4643
Pattison,29.8184,-95.9765
Noorvik,66.8292,-161.0377
Pocono Pines,41.1162,-75.4588
Courtland,38.3329,-121.5570
Edgewood,42.6442,-91.4024
Hummels Wharf,40.8308,-76.8410
Idamay,39.4930,-80.2572
Stebbins,63.4705,-162.2599
Crescent,31.5153,-81.3752
Sequoyah,36.3798,-95.5969
Hilltop,41.1627,-80.7408
Marion,44.1006,-85.1438
Elysian,44.2067,-93.6764
Hillsboro,40.1089,-87.1577
Bairdford,40.6279,-79.8813
Eighty Four,40.1777,-80.1303
Asharoken,40.9381,-73.3816
Arden,39.8114,-75.4886
Alta,39.2138,-120.8033
Fillmore,42.4658,-78.1105
